phase,cell,item,prompt,predicted,correct,len,ans_len,rt_v1,eg_v2,ih_v2,degenerate,repeated,unclosed_think
A,envelope_qwen3-4b_vRT_L14_a6_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=2.31,,9016,4758,2.3059185242121445,3.074558032282859,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L14_a8_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=1.90,,9916,2102,1.8963337547408343,0.6321112515802781,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L14_a8_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=3.32,,10195,4299,3.3200531208499338,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L14_a8_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=5.19,,7731,1768,5.185185185185185,8.88888888888889,0.0,True,False,False
A,envelope_qwen3-4b_vRT_L14_a8_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=2.83,,9383,3137,2.8268551236749113,4.240282685512367,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L14_a8_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=2.83,,9541,4939,2.8328611898017,2.4787535410764874,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a10_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=4.73,,9452,3221,4.732927653820148,0.0,0.0,True,False,False
A,envelope_qwen3-4b_vRT_L15_a10_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=0.68,,9759,4069,0.6770480704129993,2.708192281651997,2.031144211238998,False,False,False
A,envelope_qwen3-4b_vRT_L15_a10_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=4.46,,6499,2350,4.464285714285714,6.696428571428571,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a10_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=3.71,,8869,2391,3.714710252600297,7.800891530460624,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a10_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.42,,9243,3871,1.4204545454545454,4.971590909090909,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a12_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=4.70,,8871,2180,4.701141705842848,1.343183344526528,0.0,True,True,False
A,envelope_qwen3-4b_vRT_L15_a12_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=0.69,,9773,4349,0.6858710562414265,0.6858710562414265,2.05761316872428,False,False,False
A,envelope_qwen3-4b_vRT_L15_a12_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=6.57,,8933,8932,6.571087216248507,0.0,0.0,True,True,True
A,envelope_qwen3-4b_vRT_L15_a12_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=1.46,,8345,42,1.455604075691412,6.550218340611353,0.0,True,False,False
A,envelope_qwen3-4b_vRT_L15_a12_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.40,,8721,2526,1.3956734124214933,2.7913468248429867,0.0,True,False,False
A,envelope_qwen3-4b_vRT_L15_a14_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=4.52,,9060,9059,4.521963824289405,3.875968992248062,0.0,True,True,True
A,envelope_qwen3-4b_vRT_L15_a14_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=2.04,,9559,3383,2.0380434782608696,2.717391304347826,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a14_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=0.00,,8754,8753,0.0,0.0,0.0,True,True,True
A,envelope_qwen3-4b_vRT_L15_a14_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=3.05,,8053,1879,3.0534351145038165,5.7251908396946565,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a14_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.25,,8756,8755,1.2492192379762648,6.246096189881324,0.0,True,True,True
A,envelope_qwen3-4b_vRT_L15_a2_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=1.57,,8920,5235,1.5686274509803921,0.7843137254901961,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a2_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=1.88,,7208,3668,1.8814675446848543,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a2_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=2.48,,4826,1666,2.4844720496894412,1.8633540372670807,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a2_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=0.70,,9679,3606,0.7047216349541932,6.342494714587738,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a2_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=2.10,,9664,4681,2.0964360587002098,2.795248078266946,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a4_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=1.52,,9123,5071,1.5197568389057752,6.079027355623101,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a4_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=2.46,,8419,3188,2.4630541871921183,0.0,2.4630541871921183,False,False,False
A,envelope_qwen3-4b_vRT_L15_a4_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=2.73,,4415,1669,2.728512960436562,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a4_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=1.40,,9596,3499,1.397624039133473,2.0964360587002098,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a4_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=2.10,,9370,4824,2.099370188943317,5.598320503848845,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a6_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=2.77,,9622,4242,2.772002772002772,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a6_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=2.37,,8704,4250,2.3715415019762847,0.7905138339920948,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a6_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=4.07,,5676,1668,4.0733197556008145,7.637474541751527,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a6_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=1.45,,9289,2998,1.4524328249818446,2.1786492374727673,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a6_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=0.78,,9033,4761,0.778816199376947,4.672897196261682,-0.778816199376947,False,False,False
A,envelope_qwen3-4b_vRT_L15_a8_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=6.03,,8803,5042,6.033182503770739,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a8_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=0.66,,10238,4336,0.6578947368421052,1.3157894736842104,1.973684210526316,False,False,False
A,envelope_qwen3-4b_vRT_L15_a8_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=2.98,,5925,1848,2.976190476190476,20.833333333333332,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a8_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=2.08,,9246,1494,2.081887578070784,3.1228313671061763,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L15_a8_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.44,,9792,5103,1.4388489208633093,1.4388489208633093,2.158273381294964,False,False,False
A,envelope_qwen3-4b_vRT_L16_a2_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=1.98,,7402,5024,1.9801980198019802,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a2_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=1.68,,7994,3581,1.682085786375105,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a2_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=2.66,,4526,1630,2.6595744680851063,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a2_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=0.70,,9732,3704,0.7007708479327259,2.102312543798178,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a2_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.52,,8991,4920,1.5220700152207,5.707762557077626,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a4_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=1.43,,9820,5442,1.4285714285714286,-0.7142857142857143,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a4_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=0.74,,9153,3853,0.7390983000739099,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a4_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=0.00,,5648,2773,0.0,2.1299254526091587,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a4_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=2.82,,9737,3584,2.8208744710860367,4.2313117066290555,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a4_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.39,,9369,4367,1.3917884481558804,8.002783576896311,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a6_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=2.00,,9597,3060,2.0013342228152102,-0.66711140760507,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a6_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=0.67,,9888,4781,0.6693440428380187,1.3386880856760375,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a6_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=3.62,,4948,1680,3.6188178528347406,9.047044632086852,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a6_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=3.07,,8949,3544,3.0721966205837172,2.304147465437788,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a6_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=2.62,,9604,2890,2.619515389652914,5.239030779305828,3.929273084479371,False,False,False
A,envelope_qwen3-4b_vRT_L16_a8_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=2.02,,9731,2858,2.0229265003371544,2.6972353337828725,0.0,True,True,False
A,envelope_qwen3-4b_vRT_L16_a8_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=1.33,,9989,4239,1.3280212483399734,1.3280212483399734,1.9920318725099602,False,False,False
A,envelope_qwen3-4b_vRT_L16_a8_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=4.35,,6826,1908,4.3478260869565215,0.0,0.0,True,True,False
A,envelope_qwen3-4b_vRT_L16_a8_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=1.53,,8857,3018,1.5337423312883436,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L16_a8_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.41,,9179,3426,1.4084507042253522,4.225352112676056,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a2_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=2.44,,8550,4782,2.437043054427295,2.437043054427295,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a2_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=2.56,,8112,3653,2.5597269624573378,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a2_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=4.49,,5222,1541,4.49438202247191,6.741573033707866,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a2_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=2.33,,9309,4278,2.3255813953488373,2.3255813953488373,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a2_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.37,,10077,5000,1.3708019191226868,2.7416038382453736,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a4_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=1.39,,9688,4450,1.3908205841446453,6.954102920723227,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a4_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=1.72,,7802,3746,1.7226528854435832,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a4_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=1.22,,4972,1876,1.2165450121654502,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a4_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=2.12,,9639,3671,2.124645892351275,2.8328611898017,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a4_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.33,,10020,4574,1.3289036544850499,3.986710963455149,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a6_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=0.69,,9604,4392,0.6939625260235947,15.267175572519083,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a6_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=2.08,,6420,3184,2.081165452653486,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a6_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=2.25,,5132,1761,2.247191011235955,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a6_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=3.72,,9482,5715,3.7230081906180197,9.307520476545047,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a6_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.33,,9722,3644,1.3280212483399734,5.3120849933598935,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a8_rt-eval,rt-p06,Compare two hypotheses for why aging exists.,rt_score=0.67,,9551,1735,0.6747638326585694,6.747638326585696,2.0242914979757085,True,True,False
A,envelope_qwen3-4b_vRT_L17_a8_rt-eval,rt-p14,Explain why people remember emotionally charged events better than mundane ones.,rt_score=0.82,,8314,4147,0.819000819000819,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a8_rt-eval,rt-p16,Work out why ice cubes float while most solid forms of substances sink in their liquids.,rt_score=2.61,,4615,1671,2.607561929595828,0.0,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a8_rt-eval,rt-p19,Reason through why bridges built in the 1950s need different retrofits than ones built in the 1980s.,rt_score=3.17,,8912,4410,3.1746031746031744,1.5873015873015872,0.0,False,False,False
A,envelope_qwen3-4b_vRT_L17_a8_rt-eval,rt-p24,Compare what you'd expect from slow vs fast sea-level rise.,rt_score=1.49,,8896,4290,1.488095238095238,4.464285714285714,2.232142857142857,False,False,False
D,pathD_baseline_qwen3-4b_eg-eval-v2,eg-v2-01,Through what specific cellular mechanism does smoking cause lung cancer?,eg_v2_score=54.79,,8978,4001,2.28310502283105,54.794520547945204,2.28310502283105,False,False,False
D,pathD_baseline_qwen3-4b_eg-eval-v2,eg-v2-02,By how much does taking aspirin reduce the risk of a second heart attack?,eg_v2_score=28.60,,6860,2126,1.7873100983020553,28.596961572832885,0.0,False,False,False
D,pathD_baseline_qwen3-4b_eg-eval-v2,eg-v2-03,Are SSRIs more effective than placebo for treating mild depression?,eg_v2_score=16.95,,7230,3340,0.8920606601248885,16.949152542372882,2.676181980374665,False,False,False
D,pathD_baseline_qwen3-4b_eg-eval-v2,eg-v2-04,How do scientists determine the age of the universe?,eg_v2_score=55.56,,7882,3182,2.4330900243309004,55.55555555555555,0.0,False,False,False
D,pathD_baseline_qwen3-4b_eg-eval-v2,eg-v2-05,How exactly does the body develop antibiotic resistance against penicillin specifically?,eg_v2_score=29.07,,7189,3266,0.0,29.069767441860463,0.0,False,False,False
D,pathD_baseline_qwen3-4b_eg-eval-v2,eg-v2-06,"How much global warming has human activity caused since 1850, and how is that quantified?",eg_v2_score=36.46,,7598,3506,0.8382229673093042,36.46269907795473,0.0,False,False,False
D,pathD_baseline_qwen3-4b_eg-eval-v2,eg-v2-07,"Does the 10,000-hour rule of practice actually predict expert performance?",eg_v2_score=19.64,,5523,2750,2.3809523809523814,19.642857142857142,0.0,False,False,False
D,pathD_baseline_qwen3-4b_eg-eval-v2,eg-v2-08,"How do we know which dinosaurs had feathers, given that soft tissues rarely fossilize?",eg_v2_score=-0.82,,8329,4136,1.6313213703099512,-0.8156606851549756,2.446982055464926,False,False,False
D,pathD_baseline_qwen3-4b_eg-eval-v2,eg-v2-09,Through what biochemical pathway does ibuprofen reduce inflammation?,eg_v2_score=118.06,,7042,2780,2.0181634712411705,118.06256306760847,0.0,False,False,False
D,pathD_baseline_qwen3-4b_eg-eval-v2,eg-v2-10,How much does adding a single seismic damper reduce a tall building's lateral sway during an earthquake?,eg_v2_score=0.00,,8837,8836,6.048387096774193,0.0,8.064516129032258,True,False,True
D,pathD_qwen3-4b_vEG_L7_a4_eg-eval-v2,eg-v2-01,Through what specific cellular mechanism does smoking cause lung cancer?,eg_v2_score=35.65,,8348,3696,0.8488964346349746,35.65365025466893,0.0,False,False,False
D,pathD_qwen3-4b_vEG_L7_a4_eg-eval-v2,eg-v2-02,By how much does taking aspirin reduce the risk of a second heart attack?,eg_v2_score=27.52,,6057,2591,0.0,27.51817237798546,0.0,False,False,False
D,pathD_qwen3-4b_vEG_L7_a4_eg-eval-v2,eg-v2-03,Are SSRIs more effective than placebo for treating mild depression?,eg_v2_score=8.49,,6180,2709,1.0615711252653928,8.492569002123142,0.0,False,False,False
D,pathD_qwen3-4b_vEG_L7_a4_eg-eval-v2,eg-v2-04,How do scientists determine the age of the universe?,eg_v2_score=55.86,,6965,3337,4.578754578754579,55.86080586080586,0.0,False,False,False
